lemma,count
"(u'adverb', u'\u05d0\u05d6')",366
"(u'adverb', u'\u05d1\u05e1\u05d3\u05e8')",363
"(u'adverb', u'\u05d1\u05e2\u05e6\u05dd')",361
"(u'adverb', u'\u05de\u05d7\u05e8')",352
"(u'adverb', u'\u05d0\u05ea\u05de\u05d5\u05dc')",350
"(u'adverb', u'\u05d1\u05d3\u05d9\u05d5\u05e7')",349
"(u'adverb', u'\u05d1\u05d8\u05d7')",343
"(u'adverb', u'\u05db\u05de\u05d5\u05d1\u05df')",334
"(u'adverb', u'\u05e4\u05d7\u05d5\u05ea')",329
"(u'adverb', u'\u05db\u05da')",328
"(u'adverb', u'\u05e0\u05db\u05d5\u05df')",327
"(u'adverb', u'\u05dc\u05d1\u05d3')",320
"(u'adverb', u'\u05d1\u05e1\u05d5\u05e3')",315
"(u'adverb', u'\u05db\u05e0\u05e8\u05d0\u05d4')",308
"(u'adverb', u'\u05d2\u05dd')",303
"(u'adverb', u'\u05de\u05e2\u05d8')",277
"(u'adverb', u'\u05d3\u05d5\u05d5\u05e7\u05d0')",267
"(u'adverb', u'\u05de\u05d4\u05e8')",252
"(u'adverb', u'\u05d4\u05d1\u05d9\u05ea\u05d4')",241
"(u'adverb', u'\u05d9\u05e4\u05d4')",241
"(u'adverb', u'\u05db\u05e8\u05d2\u05e2')",239
"(u'adverb', u'\u05d1\u05d9\u05d7\u05d3')",237
"(u'adverb', u'\u05de\u05d9\u05d9\u05d3')",232
"(u'adverb', u'\u05d1\u05d4\u05d7\u05dc\u05d8')",230
"(u'adverb', u'\u05de\u05ea\u05d9')",210
"(u'adverb', u'\u05dc\u05d2\u05de\u05e8\u05d9')",206
"(u'adverb', u'\u05de\u05d0\u05d6')",203
"(u'adverb', u'\u05e0\u05d5\u05e8\u05d0')",201
"(u'adverb', u'\u05dc\u05d0\u05d8')",198
"(u'adverb', u'\u05de\u05e1\u05e4\u05d9\u05e7')",197
"(u'adverb', u'\u05d1\u05de\u05d9\u05d5\u05d7\u05d3')",192
"(u'adverb', u'\u05d1\u05e2\u05d9\u05e7\u05e8')",191
"(u'adverb', u'\u05d4\u05e4\u05e2\u05dd')",190
"(u'adverb', u'\u05d7\u05dc\u05e7')",181
"(u'adverb', u'\u05d0\u05db\u05e4\u05ea')",173
"(u'adverb', u'\u05dc\u05e2\u05d5\u05dc\u05dd')",170
"(u'adverb', u'\u05de\u05e9\u05dd')",170
"(u'adverb', u'\u05dc\u05d1\u05e1\u05d5\u05e3')",168
"(u'adverb', u'\u05de\u05d7\u05d3\u05e9')",166
"(u'adverb', u'\u05dc\u05e4\u05ea\u05e2')",153
"(u'adverb', u'\u05d1\u05d9\u05e0\u05ea\u05d9\u05d9\u05dd')",152
"(u'adverb', u'\u05d4\u05d7\u05d5\u05e6\u05d4')",150
"(u'adverb', u'\u05d9\u05e9\u05e8')",146
"(u'adverb', u'\u05d0\u05de\u05e0\u05dd')",129
"(u'adverb', u'\u05e7\u05d5\u05d3\u05dd')",129
"(u'adverb', u'\u05de\u05e2\u05d5\u05dc\u05dd')",129
"(u'adverb', u'\u05dc\u05de\u05e2\u05dc\u05d4')",122
"(u'adverb', u'\u05d0\u05d7\u05e8\u05ea')",118
"(u'adverb', u'\u05d0\u05e4\u05e9\u05e8')",113
"(u'adverb', u'\u05d0\u05d9\u05db\u05e9\u05d4\u05d5')",108
"(u'adverb', u'\u05de\u05d6\u05de\u05df')",107
"(u'adverb', u'\u05de\u05d3\u05d9')",105
"(u'adverb', u'\u05d1\u05e2\u05e8\u05da')",100
"(u'adverb', u'\u05d4\u05d1\u05d9\u05d9\u05ea\u05d4')",93
"(u'adverb', u'\u05db\u05dc\u05dc')",91
"(u'adverb', u'\u05d0\u05db\u05df')",90
"(u'adverb', u'\u05d1\u05d0\u05de\u05e6\u05e2')",90
"(u'adverb', u'\u05d4\u05e9\u05e0\u05d4')",88
"(u'adverb', u'\u05dc\u05e2\u05ea\u05d9\u05dd')",87
"(u'adverb', u'\u05d9\u05d7\u05d3')",81
"(u'adverb', u'\u05db\u05d4')",79
"(u'adverb', u'\u05d0\u05de\u05dd')",78
"(u'adverb', u'\u05e4\u05e2\u05de\u05d9\u05d9\u05dd')",77
"(u'adverb', u'\u05d1\u05e7\u05d5\u05e9\u05d9')",76
"(u'adverb', u'\u05de\u05e1\u05d1\u05d9\u05d1')",75
"(u'adverb', u'\u05de\u05d1\u05e4\u05e0\u05d9\u05dd')",74
"(u'adverb', u'\u05d1\u05e7\u05d9\u05e6\u05d5\u05e8')",73
"(u'adverb', u'\u05de\u05d3\u05d5\u05e2')",73
"(u'adverb', u'\u05d4\u05dc\u05d0\u05d4')",70
"(u'adverb', u'\u05d1\u05e0\u05d5\u05e1\u05e3')",68
"(u'adverb', u'\u05de\u05db\u05d0\u05df')",68
"(u'adverb', u'\u05dc\u05d7\u05dc\u05d5\u05d8\u05d9\u05df')",68
"(u'adverb', u'\u05e4\u05e0\u05d9\u05de\u05d4')",66
"(u'adverb', u'\u05de\u05e4\u05d4')",66
"(u'adverb', u'\u05d4\u05df')",59
"(u'adverb', u'\u05db\u05e8\u05d2\u05d9\u05dc')",58
"(u'adverb', u'\u05d1\u05dc\u05d1\u05d3')",58
"(u'adverb', u'\u05dc\u05de\u05d3\u05d9')",57
"(u'adverb', u'\u05d4\u05e0\u05d4')",57
"(u'adverb', u'\u05d0\u05d7\u05d5\u05e8\u05d4')",54
"(u'adverb', u'\u05d1\u05de\u05d4\u05d9\u05e8\u05d5\u05ea')",54
"(u'adverb', u'\u05d1\u05e7\u05e8\u05d5\u05d1')",54
"(u'adverb', u'\u05ea\u05dc\u05d5\u05d9')",53
"(u'adverb', u'\u05dc\u05de\u05d7\u05e8\u05ea')",52
"(u'adverb', u'\u05db')",51
"(u'adverb', u'\u05d0\u05e8\u05e6\u05d4')",49
"(u'adverb', u'\u05de\u05d5\u05e7\u05d3\u05dd')",49
"(u'adverb', u'\u05de\u05d1\u05d7\u05d5\u05e5')",47
"(u'adverb', u'\u05dc\u05d0\u05d7\u05e8\u05d5\u05e0\u05d4')",46
"(u'adverb', u'\u05de\u05d0\u05d5\u05d7\u05e8')",46
"(u'adverb', u'\u05d7\u05d7')",46
"(u'adverb', u'\u05de\u05d0\u05d7\u05d5\u05e8')",45
"(u'adverb', u'\u05d4\u05e2\u05e8\u05d1')",44
"(u'adverb', u'\u05d1\u05db\u05da')",43
"(u'adverb', u'\u05d7\u05d6\u05e7')",41
"(u'adverb', u'\u05d4\u05e9\u05d1\u05d5\u05e2')",41
"(u'adverb', u'\u05d1\u05de\u05e7\u05e8\u05d4')",41
"(u'adverb', u'\u05dc\u05e6\u05e2\u05e8\u05d9')",41
"(u'adverb', u'\u05d4\u05d9\u05d8\u05d1')",40
"(u'adverb', u'\u05e7\u05d3\u05d9\u05de\u05d4')",40
"(u'adverb', u'\u05dc\u05de\u05d8\u05d4')",39
"(u'adverb', u'\u05dc\u05e8\u05d0\u05e9\u05d5\u05e0\u05d4')",39
"(u'adverb', u'\u05d1\u05e1\u05da')",39
"(u'adverb', u'\u05d7\u05d1\u05dc')",38
"(u'adverb', u'\u05d4\u05dc\u05d9\u05dc\u05d4')",38
"(u'adverb', u'\u05d0\u05d8')",38
"(u'adverb', u'\u05d1\u05d4\u05e8\u05d1\u05d4')",38
"(u'adverb', u'\u05d1\u05d2\u05d3\u05d5\u05dc')",38
"(u'adverb', u'\u05d9\u05d7\u05e1\u05d9\u05ea')",37
"(u'adverb', u'\u05db\u05d1\u05d9\u05db\u05d5\u05dc')",37
"(u'adverb', u'\u05db\u05d9\u05d5\u05dd')",36
"(u'adverb', u'\u05d1\u05e8\u05e6\u05d9\u05e0\u05d5\u05ea')",36
"(u'adverb', u'\u05d9\u05d7\u05d3\u05d9\u05d5')",35
"(u'adverb', u'\u05d1\u05d7\u05d6\u05e8\u05d4')",35
"(u'adverb', u'\u05d0\u05e1\u05d5\u05e8')",35
"(u'adverb', u'\u05d7\u05d9\u05e0\u05dd')",34
"(u'adverb', u'\u05d1\u05d5\u05d5\u05d3\u05d0\u05d9')",34
"(u'adverb', u'\u05dc\u05de\u05e2\u05e9\u05d4')",33
"(u'adverb', u'\u05dc\u05db\u05d0\u05df')",33
"(u'adverb', u'\u05dc\u05e0\u05e6\u05d7')",32
"(u'adverb', u'\u05d1\u05e0\u05ea\u05d9\u05d9\u05dd')",32
"(u'adverb', u'\u05e0\u05d4\u05e0\u05ea\u05d9')",31
"(u'adverb', u'\u05e8\u05d0\u05e9\u05d5\u05e0\u05d4')",31
"(u'adverb', u'\u05de\u05e8\u05d0\u05e9')",29
"(u'adverb', u'\u05dc\u05d4\u05dc\u05df')",28
"(u'adverb', u'\u05dc\u05d0\u05d7\u05d5\u05e8')",28
"(u'adverb', u'\u05e2\u05ea\u05d4')",28
"(u'adverb', u'\u05d4\u05d1\u05d5\u05e7\u05e8')",28
"(u'adverb', u'\u05e0\u05e2\u05d9\u05dd')",27
"(u'adverb', u'\u05db\u05e2\u05ea')",27
"(u'adverb', u'\u05db\u05d3\u05d0\u05d9')",26
"(u'adverb', u'\u05e9\u05de\u05d4')",26
"(u'adverb', u'\u05d1\u05de\u05d4\u05e8\u05d4')",26
"(u'adverb', u'\u05d4\u05e8\u05d7\u05e7')",25
"(u'adverb', u'\u05dc\u05e4\u05d4')",25
"(u'adverb', u'\u05de\u05ea\u05d9\u05e9\u05d4\u05d5')",25
"(u'adverb', u'\u05de\u05e2\u05db\u05e9\u05d9\u05d5')",25
"(u'adverb', u'\u05d0\u05d9\u05e9\u05d9\u05ea')",25
"(u'adverb', u'\u05dc\u05e8\u05d5\u05d1')",24
"(u'adverb', u'\u05e4\u05d9')",23
"(u'adverb', u'\u05d1\u05d7\u05d5\u05d6\u05e7\u05d4')",23
"(u'adverb', u'\u05dc\u05e9\u05e2\u05d1\u05e8')",22
"(u'adverb', u'\u05d4\u05e6\u05d9\u05d3\u05d4')",22
"(u'adverb', u'\u05d1\u05d4\u05ea\u05d0\u05dd')",22
"(u'adverb', u'\u05d1\u05db\u05d5\u05d5\u05e0\u05d4')",21
"(u'adverb', u'\u05d1\u05de\u05e7\u05d1\u05d9\u05dc')",21
"(u'adverb', u'\u05d9\u05de\u05d9\u05e0\u05d4')",21
"(u'adverb', u'\u05dc\u05d7\u05dc\u05d5\u05e4\u05d9\u05df')",21
"(u'adverb', u'\u05e9\u05de\u05d0\u05dc\u05d4')",21
"(u'adverb', u'\u05d8\u05e8\u05dd')",20
"(u'adverb', u'\u05d0\u05d9\u05e4\u05e9\u05d4\u05d5')",20
"(u'adverb', u'\u05d1\u05d6\u05de\u05e0\u05d5')",20
"(u'adverb', u'\u05de\u05d7\u05e8\u05ea\u05d9\u05d9\u05dd')",20
"(u'adverb', u'\u05dc\u05e9\u05d5\u05d5\u05d0')",20
"(u'adverb', u'\u05db\u05d9\u05e6\u05d3')",20
"(u'adverb', u'\u05d9\u05d9\u05ea\u05db\u05df')",19
"(u'adverb', u'\u05d1\u05d7\u05d5\u05e5')",18
"(u'adverb', u'\u05d4\u05d9\u05d9\u05e9\u05e8')",18
"(u'adverb', u'\u05d1\u05e2\u05d5\u05d3')",18
"(u'adverb', u'\u05d1\u05d7\u05d9\u05e0\u05dd')",18
"(u'adverb', u'\u05e4\u05d0\u05e7\u05d9\u05e0\u05d2')",18
"(u'adverb', u'\u05d0\u05de\u05e9')",17
"(u'adverb', u'\u05dc\u05db\u05d0\u05d5\u05e8\u05d4')",17
"(u'adverb', u'\u05d1\u05e4\u05d5\u05e2\u05dc')",17
"(u'adverb', u'\u05dc\u05ea\u05de\u05d9\u05d3')",17
"(u'adverb', u'\u05e1\u05d5\u05e4\u05d9\u05ea')",17
"(u'adverb', u'\u05de\u05dc\u05db\u05ea\u05d7\u05d9\u05dc\u05d4')",17
"(u'adverb', u'\u05de\u05de\u05d9\u05dc\u05d0')",16
"(u'adverb', u'\u05d4\u05e2\u05d5\u05e0\u05d4')",16
"(u'adverb', u'\u05d1\u05e0\u05d5\u05d2\u05e2')",16
"(u'adverb', u'\u05de\u05dc\u05e4\u05e0\u05d9')",16
"(u'adverb', u'\u05e7\u05e9\u05d5\u05ea')",16
"(u'adverb', u'\u05d1\u05e8\u05d0\u05e9')",16
"(u'adverb', u'\u05dc\u05d7\u05d9\u05e0\u05dd')",15
"(u'adverb', u'\u05ea\u05d7\u05d9\u05dc\u05d4')",15
"(u'adverb', u'\u05de\u05e8')",15
"(u'adverb', u'\u05e8\u05e9\u05de\u05d9\u05ea')",15
"(u'adverb', u'\u05dc\u05d4\u05d9\u05d5\u05dd')",14
"(u'adverb', u'\u05e9\u05de\u05d0')",14
"(u'adverb', u'\u05e9\u05dc\u05e9\u05d5\u05dd')",14
"(u'adverb', u'\u05d1\u05d5\u05d5\u05d3\u05d0\u05d5\u05ea')",13
"(u'adverb', u'\u05d0\u05d5\u05de\u05e0\u05dd')",13
"(u'adverb', u'\u05ea\u05db\u05e3')",13
"(u'adverb', u'\u05db\u05e8\u05d0\u05d5\u05d9')",13
"(u'adverb', u'\u05e8\u05d1\u05d5\u05ea')",13
"(u'adverb', u'\u05d0\u05e0\u05d9\u05de\u05d4')",12
"(u'adverb', u'\u05de\u05dc\u05d4\u05d9\u05d5\u05ea')",12
"(u'adverb', u'\u05d6\u05de\u05e0\u05d9\u05ea')",12
"(u'adverb', u'\u05d1\u05de\u05e7\u05e6\u05ea')",12
"(u'adverb', u'\u05de\u05de\u05d5\u05dc')",12
"(u'adverb', u'\u05d1\u05de\u05de\u05d5\u05e6\u05e2')",12
"(u'adverb', u""\u05d7\u05d1\u05e8'\u05d4"")",11
"(u'adverb', u'\u05d5\u05d3\u05d0\u05d9')",11
"(u'adverb', u'\u05d1\u05de\u05e2\u05d8')",11
"(u'adverb', u'\u05d0\u05d7\u05e8\u05db\u05da')",11
"(u'adverb', u'\u05de\u05dc\u05de\u05d8\u05d4')",11
"(u'adverb', u'\u05d7\u05d5\u05e5')",11
"(u'adverb', u'\u05d1\u05e2\u05dc\u05d9\u05dc')",11
"(u'adverb', u'\u05d7\u05e4\u05d9\u05e3')",10
"(u'adverb', u'\u05d5\u05db\u05d5\u05dc\u05d9')",10
"(u'adverb', u'\u05de\u05de\u05dd')",10
"(u'adverb', u'\u05d1\u05d4\u05db\u05e8\u05d7')",10
"(u'adverb', u'\u05d5\u05d1\u05db\u05df')",10
"(u'adverb', u'\u05d1\u05e9\u05de\u05d9\u05d9\u05dd')",10
"(u'adverb', u'\u05d1\u05e4\u05e8\u05d8')",10
"(u'adverb', u'\u05d1\u05de\u05e4\u05ea\u05d9\u05e2')",9
"(u'adverb', u'\u05d1\u05d4\u05d3\u05e8\u05d2\u05d4')",9
"(u'adverb', u'\u05dc\u05d0\u05dc\u05ea\u05e8')",9
"(u'adverb', u'\u05d1\u05d9\u05e0\u05e0\u05d5')",9
"(u'adverb', u'\u05dc\u05d7\u05d5\u05d3')",9
"(u'adverb', u'\u05d4\u05de\u05d0\u05d5\u05d3')",9
"(u'adverb', u'\u05de\u05e2\u05ea\u05d4')",9
"(u'adverb', u'\u05d0\u05d3\u05e8\u05d1\u05d0')",9
"(u'adverb', u'\u05e9\u05e0\u05d9\u05ea')",9
"(u'adverb', u'\u05de\u05d6\u05e8\u05d7\u05d9\u05ea')",9
"(u'adverb', u'\u05d1\u05e7\u05e9\u05e8')",8
"(u'adverb', u'\u05de\u05dc\u05de\u05e2\u05dc\u05d4')",8
"(u'adverb', u'\u05d4\u05de\u05dd')",8
"(u'adverb', u'\u05d1\u05d3\u05d9\u05e2\u05d1\u05d3')",8
"(u'adverb', u'\u05de\u05d4\u05d9\u05d5\u05dd')",8
"(u'adverb', u'\u05de\u05e2\u05dc\u05d4')",8
"(u'adverb', u'\u05e1\u05e4\u05d9\u05e9\u05dc')",8
"(u'adverb', u'\u05d1\u05e0\u05e4\u05e8\u05d3')",7
"(u'adverb', u'\u05dc\u05e2\u05db\u05e9\u05d9\u05d5')",7
"(u'adverb', u'\u05de\u05db\u05d1\u05e8')",7
"(u'adverb', u'\u05d4\u05d9\u05e0\u05da')",7
"(u'adverb', u'\u05de\u05d0\u05ea\u05de\u05d5\u05dc')",7
"(u'adverb', u'\u05e9\u05d5\u05de\u05d3\u05d1\u05e8')",7
"(u'adverb', u'\u05d1\u05d7\u05d9\u05d5\u05d1')",7
"(u'adverb', u'\u05d0\u05d4\u05dd')",7
"(u'adverb', u'\u05d4\u05d6\u05d0\u05ea\u05d9')",7
"(u'adverb', u'\u05d4\u05d0\u05d5\u05de\u05e0\u05dd')",7
"(u'adverb', u'\u05dc\u05d4\u05d1\u05d0')",6
"(u'adverb', u'\u05db\u05e0\u05d9\u05e8\u05d0\u05d4')",6
"(u'adverb', u'\u05d1\u05d3\u05d5\u05de\u05d4')",6
"(u'adverb', u'\u05d9\u05d5\u05de\u05d5\u05dc\u05d3\u05ea')",6
"(u'adverb', u'\u05d0\u05de\u05de\u05dd')",6
"(u'adverb', u'\u05d9\u05e9\u05d9\u05e8\u05d5\u05ea')",6
"(u'adverb', u'\u05d1\u05e9\u05e0\u05d9\u05ea')",6
"(u'adverb', u'\u05d4\u05de\u05d1\u05d5\u05e8\u05d2\u05e8')",6
"(u'adverb', u'\u05d1\u05d4\u05e7\u05d9\u05e5')",6
"(u'adverb', u'\u05d1\u05d7\u05d5\u05d1\u05d5')",6
"(u'adverb', u'\u05e1\u05d1\u05d9\u05d1')",6
"(u'adverb', u'\u05dc\u05e1\u05d9\u05e8\u05d5\u05d2\u05d9\u05df')",6
"(u'adverb', u'\u05d9\u05d0\u05d0\u05dc\u05d4')",6
"(u'adverb', u'\u05de\u05e7\u05e8\u05d5\u05d1')",6
"(u'adverb', u'\u05de\u05d0\u05d9\u05df')",6
"(u'adverb', u'\u05dc\u05d4\u05d9\u05e4\u05da')",6
"(u'adverb', u'\u05d5\u05ea\u05d5')",5
"(u'adverb', u'\u05d0\u05e8\u05d5\u05db\u05d5\u05ea')",5
"(u'adverb', u'\u05d1\u05d9\u05d9\u05d2\u05dc\u05d4')",5
"(u'adverb', u'\u05dc\u05d4\u05db\u05d9')",5
"(u'adverb', u'\u05d1\u05d1\u05d9\u05e8\u05d5\u05e8')",5
"(u'adverb', u'\u05de\u05de\u05de\u05dd')",5
"(u'adverb', u'\u05de\u05d9\u05e0\u05d9\u05ea')",5
"(u'adverb', u'\u05d7\u05d9\u05e9')",5
"(u'adverb', u'\u05db\u05d4\u05dc\u05db\u05d4')",5
"(u'adverb', u'\u05d4\u05de\u05de\u05dd')",5
"(u'adverb', u'\u05d1\u05d5\u05dc')",5
"(u'adverb', u'\u05d0\u05ea/\u05d4')",5
"(u'adverb', u'\u05d0\u05d5\u05d4\u05d1/\u05ea')",5
"(u'adverb', u'\u05d4\u05e8\u05d0\u05ea\u05d9')",5
"(u'adverb', u'\u05d1\u05d9\u05e0\u05db\u05dd')",5
"(u'adverb', u'\u05dc\u05de\u05d4\u05d3\u05e8\u05d9\u05df')",5
"(u'adverb', u'\u05dc\u05d0\u05e0\u05e9\u05d4\u05d5')",5
"(u'adverb', u'\u05d1\u05d7\u05d5\u05e4\u05e9\u05d9\u05d5\u05ea')",5
"(u'adverb', u'\u05db\u05d4\u05e0\u05d4')",5
"(u'adverb', u'\u05d4\u05dc\u05d5\u05d0')",5
"(u'adverb', u'\u05d5\u05db\u05d3\u05d5\u05de\u05d4')",4
"(u'adverb', u'\u05d1\u05d3\u05d3')",4
"(u'adverb', u'\u05d0\u05d7\u05d7\u05d7')",4
"(u'adverb', u'\u05d1\u05e7\u05e6\u05e8\u05d4')",4
"(u'adverb', u'\u05dc\u05d1\u05d9\u05e0\u05ea\u05d9\u05d9\u05dd')",4
"(u'adverb', u'\u05d5\u05d1\u05e0\u05ea\u05d9\u05d9\u05dd')",4
"(u'adverb', u'\u05e4\u05d9\u05e7\u05e1')",4
"(u'adverb', u'\u05d1\u05e2\u05e7\u05d9\u05e4\u05d9\u05df')",4
"(u'adverb', u'\u05d4\u05e8\u05d2\u05e2')",4
"(u'adverb', u'\u05d1\u05d0\u05d9\u05e1\u05d9\u05e7\u05d9\u05d5')",4
"(u'adverb', u'\u05dc\u05e8\u05e2\u05d4')",4
"(u'adverb', u'\u05e2\u05de\u05d5\u05e7\u05d5\u05ea')",4
"(u'adverb', u'\u05d7\u05dc\u05e7\u05d9\u05ea')",4
"(u'adverb', u'\u05d1\u05db\u05d5\u05d7')",4
"(u'adverb', u'\u05e6\u05e4\u05d5\u05e0\u05d4')",4
"(u'adverb', u'\u05d1\u05dc\u05d4\u05d9\u05d5\u05ea')",4
"(u'adverb', u'\u05e0\u05d9\u05d4\u05d9\u05d5')",4
"(u'adverb', u'\u05d1\u05d7\u05d5')",4
"(u'adverb', u'\u05de\u05d0\u05d9\u05d3\u05da')",4
"(u'adverb', u'\u05d5/\u05d0\u05d5')",3
"(u'adverb', u'\u05d1\u05d9\u05e0\u05ea\u05d9\u05dd')",3
"(u'adverb', u'\u05d1\u05e8\u05d0\u05e9\u05d9\u05ea')",3
"(u'adverb', u""\u05de\u05e1\u05d0\u05d2'"")",3
"(u'adverb', u'\u05de\u05d8\u05d4')",3
"(u'adverb', u'\u05e9\u05ea\u05d4\u05e0\u05d5')",3
"(u'adverb', u'\u05d0\u05d7\u05d5\u05e8\u05e0\u05d9\u05ea')",3
"(u'adverb', u'\u05d1\u05e4\u05d9\u05e8\u05d5\u05e9')",3
"(u'adverb', u'\u05dc\u05d9\u05de\u05d9\u05dd')",3
"(u'adverb', u'\u05d2\u05d9\u05d0\u05d5\u05e4\u05d9\u05d6\u05d9\u05e7\u05d0\u05d9')",3
"(u'adverb', u'\u05d1\u05ea\u05db\u05dc\u05d9\u05ea')",3
"(u'adverb', u'\u05d9\u05db\u05dc\u05ea\u05d9')",3
"(u'adverb', u'\u05d4\u05d4')",3
"(u'adverb', u'\u05d7\u05d7\u05d7\u05d7\u05d7\u05d7\u05d7')",3
"(u'adverb', u'\u05d4\u05de\u05d0\u05d3')",3
"(u'adverb', u'\u05db\u05db\u05d6\u05d0\u05ea')",3
"(u'adverb', u'\u05d4\u05d9\u05e0\u05d4')",3
"(u'adverb', u'\u05d1\u05d7\u05d8\u05e3')",3
"(u'adverb', u'\u05dc\u05e2\u05d9\u05dc')",3
"(u'adverb', u'\u05d4\u05e9\u05e2\u05d4')",3
"(u'adverb', u'\u05d6\u05d0\u05ea\u05d9')",3
"(u'adverb', u'\u05dc\u05d0\u05de\u05e8')",3
"(u'adverb', u'\u05dc\u05e9\u05d5\u05de\u05e7\u05d5\u05dd')",3
"(u'adverb', u'\u05e9\u05e8\u05d0\u05d9\u05ea\u05d9\u05d5')",3
"(u'adverb', u'\u05e4\u05d0\u05e7\u05e6\u05d5\u05ea')",3
"(u'adverb', u'\u05d0\u05e1\u05d5\u05e6\u05d9\u05d0\u05e6\u05d9\u05d5\u05ea')",3
"(u'adverb', u'\u05d1\u05db\u05ea\u05d1')",3
"(u'adverb', u'\u05d1\u05de\u05d0\u05d5\u05d7\u05e8')",3
"(u'adverb', u'\u05d1\u05de\u05d3\u05d5\u05d9\u05e7')",3
"(u'adverb', u'\u05de\u05db\u05d5\u05e8\u05d1\u05dc')",3
"(u'adverb', u'\u05d7\u05d6\u05d9\u05ea\u05d9\u05ea')",3
"(u'adverb', u'\u05db\u05db\u05d6\u05d5')",3
"(u'adverb', u'\u05db\u05dc\u05db\u05dc\u05d9\u05ea')",3
"(u'adverb', u'\u05d1\u05d9\u05e0\u05d2\u05d5')",3
"(u'adverb', u'\u05d0\u05d9\u05db\u05e9\u05d4\u05d5\u05d0')",3
"(u'adverb', u'\u05d9\u05d0\u05de\u05d9')",3
"(u'adverb', u'\u05e8\u05d9\u05e9\u05de\u05d9\u05ea')",3
"(u'adverb', u'\u05d3\u05e8\u05d5\u05de\u05d4')",3
"(u'adverb', u'\u05d1\u05e4\u05d9\u05d9\u05e1\u05d1\u05d5\u05e7')",3
"(u'adverb', u'\u05d0\u05e0\u05d5\u05e8\u05e7\u05e1\u05d9\u05ea')",3
"(u'adverb', u'\u05de\u05d5\u05d8\u05d1')",2
"(u'adverb', u'\u05d4\u05d1\u05d0\u05de\u05ea')",2
"(u'adverb', u'\u05dc\u05db\u05dd\\\u05df')",2
"(u'adverb', u'\u05ea\u05d9\u05db\u05e3')",2
"(u'adverb', u'\u05d1\u05e2\u05d9\u05e0\u05d9\u05dd')",2
"(u'adverb', u'\u05d7\u05e8\u05e9')",2
"(u'adverb', u'\u05d4\u05e9\u05db\u05dd')",2
"(u'adverb', u'\u05d1\u05e2\u05e6\u05dc\u05ea\u05d9\u05d9\u05dd')",2
"(u'adverb', u'\u05d1\u05d4\u05e7\u05d3\u05dd')",2
"(u'adverb', u'\u05d1\u05e8\u05d0\u05e9\u05d5\u05e0\u05d4')",2
"(u'adverb', u'\u05d5\u05dc\u05d0\u05d7\u05e8\u05d9\u05d5')",2
"(u'adverb', u'\u05d1\u05d2\u05e1\u05d5\u05ea')",2
"(u'adverb', u'\u05e1\u05d9\u05de\u05e4\u05e1\u05d5\u05e0\u05e1')",2
"(u'adverb', u'\u05e4\u05d0\u05e7\u05e6\u05d4')",2
"(u'adverb', u'\u05dc\u05e1\u05d1\u05d9\u05ea')",2
"(u'adverb', u'\u05e8\u05d2\u05d9\u05e2\u05d5\u05df')",2
"(u'adverb', u'\u05d1\u05d9\u05d5\u05d8\u05d9\u05d5\u05d1')",2
"(u'adverb', u'\u05d9\u05d4\u05d9\u05d9\u05d4')",2
"(u'adverb', u'\u05d9\u05e1\u05e0\u05d9\u05e7')",2
