type,user,age,sex,verb,bp
gen,94793,16,female,bl`,F
gen,94793,16,female,hxziq,T
gen,94905,27,male,siiM,F
gen,94905,27,male,Smr,F
gen,94905,27,male,pg`,F
gen,94905,27,male,bzbz,F
gen,94905,27,male,Sbr,F
gen,94905,27,male,bdq,F
gen,94905,27,male,xidS,F
gen,94905,27,male,hwrid,F
gen,94905,27,male,niqh,F
gen,94905,27,male,hwrid,F
gen,94905,27,male,h`lh,F
gen,94905,27,male,Smr,F
gen,94905,27,male,bdq,F
gen,94905,27,male,SxT,F
gen,94905,27,male,`zb,F
gen,94905,27,male,hstkl,F
gen,94905,27,male,tps,F
gen,94905,27,male,bdq,F
gen,94905,27,male,drK,T
gen,94905,27,male,hrxib,F
gen,94905,27,male,Tipl,F
gen,94905,27,male,hrxib,F
gen,94905,27,male,kish,F
gen,94905,27,male,bzbz,F
gen,94905,27,male,Sipr,F
gen,94905,27,male,Smr,F
gen,94905,27,male,Smr,F
gen,94905,27,male,h`lh,F
gen,94905,27,male,siiM,F
gen,94905,27,male,`icb,F
gen,95041,20,female,xnq,F
gen,95041,20,female,`zb,F
gen,95041,20,female,bdq,F
gen,95041,20,female,bnh,F
gen,95041,20,female,pg`,F
gen,95041,20,female,siiM,F
gen,95041,20,female,plS,F
gen,95041,20,female,hwrid,F
gen,95173,19,male,akl,F
gen,95173,19,male,Sth,F
gen,95173,19,male,Smr,F
gen,95173,19,male,`cr,F
gen,95173,19,male,ird,F
gen,95173,19,male,`iwwt,F
gen,95173,19,male,Sbr,F
gen,95173,19,male,liTP,T
gen,95173,19,male,aibd,F
gen,95191,19,male,`zb,F
gen,9521,20,female,ng`,F
gen,9521,20,female,qr`,F
gen,9521,20,female,tiqN,F
gen,9521,20,female,b`T,F
gen,9521,20,female,Sbr,F
gen,95257,18,female,hstkl,F
gen,95257,18,female,hciP,T
gen,95257,18,female,nigb,T
gen,95257,18,female,aibd,F
gen,95257,18,female,rcx,F
gen,95257,18,female,h`lh,F
gen,95257,18,female,SrP,F
gen,95257,18,female,bdq,T
gen,95257,18,female,`zb,F
gen,95257,18,female,Sinh,F
gen,95257,18,female,mtx,F
gen,95614,19,female,siiM,F
gen,95614,19,female,liTP,T
gen,95614,19,female,akl,F
gen,95614,19,female,aibd,F
gen,95614,19,female,hstkl,F
gen,95614,19,female,aibd,F
gen,95614,19,female,aibd,T
gen,95614,19,female,`cr,F
gen,95614,19,female,hariK,F
gen,95614,19,female,tiqN,F
gen,95614,19,female,hxziq,T
gen,95614,19,female,akl,F
gen,95614,19,female,hcil,F
gen,95614,19,female,hcil,F
gen,95614,19,female,hstkl,F
gen,95614,19,female,b`T,F
gen,95614,19,female,xizq,F
gen,95614,19,female,Sinh,F
gen,95780,19,male,Sth,F
gen,95954,17,female,pg`,F
gen,96172,19,female,Sth,F
gen,96172,19,female,hrs,F
gen,96352,20,female,siiM,F
gen,96372,27,female,Tipl,F
gen,96372,27,female,nitx,F
gen,96372,27,female,niSq,F
gen,96372,27,female,hstkl,F
gen,96372,27,female,siiM,F
gen,96526,18,female,aibd,F
gen,96526,18,female,SipC,F
gen,96526,18,female,aibd,F
gen,96526,18,female,`dkN,F
gen,96582,19,female,hrg,F
gen,96768,18,female,drK,F
gen,96768,18,female,hcil,F
gen,96768,18,female,nitx,F
gen,96768,18,female,pg`,F
gen,96768,18,female,hstkl,F
gen,96768,18,female,bdq,F
gen,96791,17,female,Sipr,F
gen,96791,17,female,siiM,F
gen,96791,17,female,Smr,F
gen,96791,17,female,bdq,F
gen,96791,17,female,bzbz,F
gen,97177,21,male,hSpi`,F
gen,97177,21,male,`dkN,F
gen,97177,21,male,hwrid,F
gen,97177,21,male,niqh,F
gen,97177,21,male,hstkl,F
gen,97177,21,male,tps,F
gen,97177,21,male,hstkl,F
gen,97177,21,male,hxziq,F
gen,97177,21,male,qr`,T
gen,97177,21,male,hwrid,F
gen,97177,21,male,b`T,F
gen,97177,21,male,liTP,T
gen,97177,21,male,`zb,F
gen,97177,21,male,hSpi`,F
gen,973,22,female,Sinh,F
gen,973,22,female,h`lh,F
gen,973,22,female,SlT,F
gen,973,22,female,hxziq,F
gen,973,22,female,akl,F
gen,973,22,female,`icb,F
gen,973,22,female,hp`il,F
gen,973,22,female,hciC,F
gen,973,22,female,Sbr,F
gen,973,22,female,hcil,F
gen,973,22,female,Sinh,F
gen,973,22,female,`dkN,F
gen,973,22,female,miSS,F
gen,973,22,female,bdq,F
gen,973,22,female,lklK,F
gen,973,22,female,bhh,F
gen,973,22,female,Smr,F
gen,973,22,female,ans,T
gen,973,22,female,rxrx,F
gen,973,22,female,`icb,F
gen,973,22,female,hwrid,F
gen,973,22,female,iibS,F
gen,973,22,female,xdr,F
gen,973,22,female,SxT,F
gen,973,22,female,qT`,F
gen,973,22,female,ht`ll,F
gen,973,22,female,`zb,F
gen,973,22,female,hriM,F
gen,973,22,female,bhh,F
gen,973,22,female,ans,F
gen,973,22,female,akl,F
gen,973,22,female,`zb,F
gen,973,22,female,mimN,F
gen,973,22,female,akl,F
gen,973,22,female,Sth,F
gen,973,22,female,gihC,F
gen,9730,27,male,rcx,F
gen,9730,27,male,hrix,F
gen,9730,27,male,xlxl,F
gen,9730,27,male,hrg,F
gen,9730,27,male,ng`,T
gen,97762,31,male,siiM,F
gen,97762,31,male,Sbr,F
gen,97762,31,male,hrxib,F
gen,97762,31,male,hgdil,F
gen,97762,31,male,lxC,F
gen,97762,31,male,aibd,F
gen,97762,31,male,bzbz,F
gen,97762,31,male,SlT,F
gen,97762,31,male,hpciC,F
gen,97762,31,male,hgSiM,F
gen,97762,31,male,`dkN,F
gen,97762,31,male,`cr,F
gen,97762,31,male,h`lh,F
gen,97762,31,male,aibd,F
gen,97911,19,male,bdq,F
gen,97911,19,male,hstkl,F
gen,97911,19,male,aibd,F
gen,97911,19,male,hxziq,F
gen,97911,19,male,xisl,F
gen,9799,32,female,ird,F
gen,9799,32,female,pg`,F
gen,9799,32,female,Sxrr,F
gen,9799,32,female,`icb,F
gen,9799,32,female,cb`,F
gen,9799,32,female,bdq,F
gen,9799,32,female,aibd,F
gen,9799,32,female,SrT,F
gen,9799,32,female,tps,F
gen,9799,32,female,niqh,F
gen,9799,32,female,biTl,F
gen,9799,32,female,iiSr,F
gen,9799,32,female,xidS,F
gen,9799,32,female,hwrid,F
gen,9799,32,female,nitx,F
gen,9799,32,female,hrxib,F
gen,9799,32,female,hciP,T
gen,9799,32,female,liTP,F
gen,9799,32,female,siiM,F
gen,9799,32,female,hrg,F
gen,98019,32,male,hrg,F
gen,98019,32,male,hrg,F
gen,98019,32,male,hcil,T
gen,98019,32,male,hcil,F
gen,98019,32,male,bdq,F
gen,98019,32,male,hrg,F
gen,98019,32,male,`r`r,F
gen,98019,32,male,hstkl,F
gen,98019,32,male,Sth,F
gen,98019,32,male,Sipr,F
gen,98019,32,male,Sinh,F
gen,98019,32,male,`TP,F
gen,98019,32,male,xsM,T
gen,98019,32,male,hstkl,F
gen,98019,32,male,hrg,F
gen,98019,32,male,hstkl,F
gen,98019,32,male,hstkl,F
gen,98180,21,female,`dkN,F
gen,98180,21,female,hgSiM,F
gen,98180,21,female,`zb,F
gen,98204,16,female,ans,F
gen,98204,16,female,hwrid,F
gen,98204,16,female,kibh,F
gen,98204,16,female,bdq,F
gen,98204,16,female,bdq,F
gen,98204,16,female,bdq,F
gen,98204,16,female,niqh,F
gen,98204,16,female,Sth,F
gen,98204,16,female,Tipl,T
gen,98204,16,female,rcx,F
gen,98243,19,female,xizq,F
gen,98243,19,female,hrdiM,F
gen,98243,19,female,bdq,F
gen,98243,19,female,bdq,F
gen,98243,19,female,hstkl,F
gen,98604,19,male,`iwwt,F
gen,98604,19,male,aibd,F
gen,98604,19,male,hp`il,T
gen,98604,19,male,l`s,T
gen,98604,19,male,aibd,F
gen,98604,19,male,siiM,F
gen,98604,19,male,h`lh,F
gen,98604,19,male,aibd,F
gen,98604,19,male,xdr,F
gen,98604,19,male,xdr,F
gen,98604,19,male,hrg,F
gen,98604,19,male,Sipr,F
gen,98604,19,male,hriM,T
gen,98604,19,male,`icb,T
gen,98604,19,male,hr`il,F
gen,98604,19,male,`icb,F
gen,98604,19,male,nipC,F
gen,98604,19,male,siiM,F
gen,98604,19,male,aibd,F
gen,98604,19,male,hrg,T
gen,98604,19,male,hrs,F
gen,98784,16,female,xiTT,T
gen,98784,16,female,Sxrr,F
gen,98784,16,female,`icb,F
gen,98784,16,female,bhh,F
gen,98784,16,female,Sinh,F
gen,98784,16,female,akl,F
gen,98784,16,female,nigb,F
gen,98839,17,female,mila,T
gen,98839,17,female,mila,F
gen,98839,17,female,aibd,T
gen,98839,17,female,SrP,F
gen,98839,17,female,hrg,F
gen,98930,21,female,hstkl,F
gen,98930,21,female,hSpi`,F
gen,98950,17,female,gilx,T
gen,98950,17,female,pg`,T
gen,98950,17,female,Sbr,T
gen,98950,17,female,nSK,F
gen,98950,17,female,cb`,F
gen,98950,17,female,hgSiM,F
gen,98950,17,female,aibd,F
gen,98950,17,female,siiM,F
gen,98991,61,male,`TP,F
gen,98991,61,male,hstkl,F
gen,98995,16,female,siiM,F
gen,98995,16,female,tiqN,F
gen,98995,16,female,akl,F
gen,98995,16,female,akl,F
gen,98995,16,female,Sbr,F
gen,98995,16,female,hrTib,F
gen,98995,16,female,Sipr,F
gen,98999,20,male,aibd,F
gen,98999,20,male,Sth,F
gen,98999,20,male,hrs,F
gen,99021,32,male,mila,F
gen,99021,32,male,xidS,F
gen,99021,32,male,h`siq,F
gen,99085,20,female,Sxrr,T
gen,99085,20,female,Sbr,T
gen,99085,20,female,h`lh,F
gen,99085,20,female,mila,F
gen,99085,20,female,mila,F
gen,99085,20,female,hrg,F
gen,99085,20,female,axz,F
gen,99085,20,female,liTP,F
gen,99085,20,female,hrgi`,T
gen,99085,20,female,aibd,F
gen,99085,20,female,bzbz,F
gen,99301,20,male,xiTT,T
gen,99301,20,male,mtx,T
gen,99301,20,male,hariK,F
gen,99301,20,male,nitx,F
gen,99301,20,male,akl,F
gen,99301,20,male,hcil,F
gen,99301,20,male,pg`,F
gen,99301,20,male,bzbz,F
gen,99301,20,male,hqdiM,F
gen,99301,20,male,b`T,F
gen,99301,20,male,niqh,F
gen,99301,20,male,Sinh,F
gen,99719,17,female,liTP,F
gen,99719,17,female,xizq,F
gen,99719,17,female,hgSiM,F
gen,99719,17,female,SrP,T
gen,99719,17,female,hstkl,T
gen,99719,17,female,xdr,T
gen,99719,17,female,mila,F
gen,99719,17,female,hrix,F
gen,99719,17,female,bdq,F
gen,99719,17,female,nipC,F
gen,99719,17,female,aibd,F
gen,99719,17,female,aibd,F
gen,99719,17,female,Sinh,F
gen,99719,17,female,Sth,F
gen,99719,17,female,SlT,F
gen,99719,17,female,hSpi`,F
gen,99719,17,female,Sxrr,F
gen,99719,17,female,mila,F
gen,99719,17,female,hstkl,T
gen,99719,17,female,hstkl,F
gen,99719,17,female,hstkl,T
gen,99719,17,female,nipC,F
gen,99719,17,female,hstkl,F
gen,99719,17,female,bzbz,F
gen,99719,17,female,ximM,F
gen,99719,17,female,aibd,F
gen,99719,17,female,`zb,T
gen,99719,17,female,tiqN,F
gen,99719,17,female,hziq,T
gen,99719,17,female,bzbz,F
gen,99775,17,female,xidS,F
gen,99775,17,female,mila,F
gen,99775,17,female,mila,F
gen,99775,17,female,hpciC,F
gen,99775,17,female,axz,T
gen,99775,17,female,rcx,F
gen,99782,16,female,hwrid,F
gen,99782,16,female,gilx,T
gen,99782,16,female,hstkl,F
gen,99782,16,female,ntq`,F
gen,99782,16,female,`icb,F
gen,99782,16,female,`dkN,F
gen,99868,16,female,Sbr,T
gen,99868,16,female,aibd,F
gen,99868,16,female,Sbr,T
gen,99868,16,female,gilx,T
gen,99868,16,female,Sbr,T
gen,99868,16,female,aibd,F
gen,99868,16,female,ng`,F
gen,99868,16,female,`icb,F
gen,99868,16,female,ng`,F
gen,99868,16,female,niqh,F
gen,99868,16,female,aibd,F
gen,99880,19,male,kish,F
gen,99880,19,male,bhh,F
gen,99880,19,male,cb`,F
gen,99880,19,male,pirq,F
gen,99880,19,male,hriM,F
gen,99880,19,male,hgSiM,F
gen,99880,19,male,Sipr,F
gen,99880,19,male,siiM,F
gen,99880,19,male,aibd,F
gen,99880,19,male,hgSiM,F
gen,99880,19,male,niqh,F
gen,99880,19,male,h`lh,F
gen,99880,19,male,hrs,F
gen,99880,19,male,aibd,F
gen,99880,19,male,hziz,F
gen,99880,19,male,biTl,F
gen,99880,19,male,`zb,F
gen,99880,19,male,`icb,F
gen,99880,19,male,Sipr,F
gen,99880,19,male,`dkN,F
gen,99880,19,male,tiqN,F
gen,99880,19,male,bdq,F
gen,99880,19,male,akl,T
gen,99880,19,male,hSpi`,F
gen,99880,19,male,Smr,F
gen,99880,19,male,`r`r,F
gen,99880,19,male,Tipl,F
gen,99880,19,male,hwrid,F
gen,99880,19,male,TlTl,F
gen,99880,19,male,aibd,F
gen,99880,19,male,aibd,F
gen,99880,19,male,xizq,F
gen,99880,19,male,`dkN,F
gen,99880,19,male,h`lh,F
gen,99880,19,male,`dkN,F
gen,99880,19,male,hSpi`,F
gen,99880,19,male,Sinh,F
gen,99880,19,male,hriM,F
gen,99880,19,male,tiqN,F
gen,99880,19,male,Smr,F
gen,99880,19,male,tps,F
gen,99902,19,male,hp`il,F
gen,99902,19,male,niqh,F
gen,99902,19,male,kish,T
gen,99902,19,male,aibd,F
gen,99902,19,male,Tipl,F
gen,99902,19,male,h`lh,F
gen,99902,19,male,hrg,F
gen,99902,19,male,tps,F
gen,99902,19,male,bdq,F
gen,99902,19,male,xnh,F
gen,99902,19,male,bzbz,F
gen,99902,19,male,xisl,F
gen,99902,19,male,`iqM,F
gen,99902,19,male,bhh,T
gen,99902,19,male,hql,F
gen,99902,19,male,Tipl,F
gen,99902,19,male,siiM,F
gen,99902,19,male,mila,F
gen,99902,19,male,bdq,F
gen,99902,19,male,Sinh,F
gen,99902,19,male,tiqN,F
gen,99902,19,male,hwrid,F
gen,99902,19,male,hstkl,F
gen,99902,19,male,hstkl,F
gen,99902,19,male,tiqN,F
gen,99902,19,male,hp`il,F
gen,99902,19,male,SibS,F
gen,99902,19,male,qiST,F
gen,99902,19,male,Sipr,F
gen,99902,19,male,xizq,F
gen,99902,19,male,hstkl,F
gen,99902,19,male,xizq,F
gen,99902,19,male,Sbr,F
gen,99902,19,male,bdq,F
gen,99902,19,male,hgSiM,F
gen,99902,19,male,`dkN,F
gen,99902,19,male,bhh,F
gen,99923,20,male,bdq,T
gen,99923,20,male,`cr,F
gen,99923,20,male,ziiN,F
gen,99923,20,male,xiTT,F
gen,99923,20,male,hwrid,F
gen,99923,20,male,hwrid,F
gen,99923,20,male,xibq,F
gen,99923,20,male,siiM,F
gen,99923,20,male,SlT,T
gen,99923,20,male,nrdM,F
gen,99923,20,male,hrg,F
gen,99923,20,male,pirq,F
gen,99923,20,male,hwrid,F
gen,99950,17,female,qr`,F
gen,99950,17,female,xizq,F
pd,100165,16,male,Sig`,F
pd,100165,16,male,ziiN,F
pd,100165,16,male,Sig`,F
pd,100165,16,male,hrs,F
pd,100165,16,male,krt,T
pd,100165,16,male,hstkl,T
pd,100165,16,male,b`T,T
pd,100165,16,male,mSK,T
pd,100165,16,male,hwrid,F
pd,100165,16,male,hrs,F
pd,100165,16,male,Sig`,F
pd,100165,16,male,xtK,F
pd,100165,16,male,qicr,F
pd,100165,16,male,hwrid,F
pd,100165,16,male,hwrid,F
pd,100165,16,male,`icb,F
pd,100165,16,male,ntq`,T
pd,100165,16,male,pg`,T
pd,100165,16,male,ziiN,F
pd,100165,16,male,Sig`,F
pd,100165,16,male,Sig`,F
pd,100165,16,male,hrs,F
pd,100165,16,male,hxziq,F
pd,100165,16,male,hrs,F
pd,10017,17,female,b`T,F
pd,10017,17,female,mtx,F
pd,10017,17,female,hriM,F
pd,10017,17,female,SrP,T
pd,10017,17,female,hrgi`,F
pd,10017,17,female,xdr,F
pd,10017,17,female,xisl,F
pd,100188,18,female,ziiN,F
pd,100188,18,female,ng`,T
pd,100188,18,female,ng`,T
pd,100188,18,female,niSq,F
pd,100188,18,female,liTP,F
pd,100188,18,female,liTP,T
pd,100188,18,female,liTP,F
pd,100188,18,female,niSq,F
pd,100188,18,female,ziiN,F
pd,100189,20,male,tiqN,F
pd,100189,20,male,drK,F
pd,100189,20,male,akl,F
pd,100189,20,male,mila,F
pd,100189,20,male,Sinh,F
pd,100189,20,male,Sinh,F
pd,10022,26,female,kish,T
pd,10022,26,female,tps,T
pd,10022,26,female,liTP,T
pd,10022,26,female,kish,F
pd,10022,26,female,hrs,F
pd,10022,26,female,mila,T
pd,10022,26,female,hr`id,F
pd,10022,26,female,nigb,F
pd,10022,26,female,Sinh,F
pd,10022,26,female,Sbr,T
pd,10022,26,female,qdx,T
pd,10022,26,female,hxziq,F
pd,10022,26,female,nSP,F
pd,10022,26,female,drK,T
pd,10022,26,female,xsM,F
pd,10022,26,female,Sig`,F
pd,10022,26,female,tps,F
pd,10022,26,female,`TP,F
pd,10022,26,female,Sbr,T
pd,10022,26,female,nipC,F
pd,10022,26,female,Sbr,T
pd,10022,26,female,tps,F
pd,10022,26,female,ziiN,F
pd,10022,26,female,hrs,F
pd,10022,26,female,hrs,F
pd,100258,23,female,Smr,F
pd,100258,23,female,xnq,T
pd,100258,23,female,niqh,F
pd,100258,23,female,xbT,F
pd,100258,23,female,Sixq,F
pd,100258,23,female,Sbr,T
pd,100397,16,female,Sinh,F
pd,100397,16,female,Sinh,F
pd,100397,16,female,xdr,F
pd,100397,16,female,rms,T
pd,100397,16,female,hxziq,F
pd,100397,16,female,Sipr,F
pd,100397,16,female,xidd,F
pd,100397,16,female,Sbr,T
pd,100397,16,female,irh,T
pd,100506,18,female,qr`,F
pd,100506,18,female,hxziq,F
pd,100506,18,female,hrs,F
pd,100506,18,female,hrs,F
pd,100506,18,female,`iwwt,F
pd,100506,18,female,xiTT,F
pd,100506,18,female,niSq,T
pd,100506,18,female,ird,T
pd,100506,18,female,ird,T
pd,100506,18,female,hSpi`,F
pd,100506,18,female,cbT,T
pd,100506,18,female,hrs,F
pd,100506,18,female,crM,T
pd,100506,18,female,hrs,F
pd,100506,18,female,ird,T
pd,100506,18,female,ird,T
pd,100506,18,female,hqpia,T
pd,100506,18,female,hrs,F
pd,100506,18,female,Sbr,T
pd,100506,18,female,Sinh,F
pd,100506,18,female,Sipr,F
pd,100506,18,female,xiTT,F
pd,100506,18,female,Sipr,F
pd,100506,18,female,hwrid,F
pd,100506,18,female,akl,F
pd,100506,18,female,bdq,T
pd,100506,18,female,liqq,T
pd,100506,18,female,ntq`,T
pd,100535,23,male,Sxrr,F
pd,100535,23,male,tps,F
pd,100535,23,male,gird,F
pd,100535,23,male,Sipr,F
pd,100535,23,male,ximM,F
pd,100874,17,male,hxziq,F
pd,100874,17,male,xtK,T
pd,100874,17,male,tps,T
pd,100874,17,male,ird,F
pd,100874,17,male,hxziq,F
pd,100938,17,male,ximM,F
pd,100938,17,male,ntq`,T
pd,100938,17,male,hrs,F
pd,100938,17,male,qr`,T
pd,100938,17,male,hrs,F
pd,10105,29,female,ird,T
pd,10105,29,female,Sixq,T
pd,10105,29,female,`zb,T
pd,10105,29,female,bdq,T
pd,10105,29,female,nzl,T
pd,10105,29,female,tps,T
pd,10105,29,female,Smr,F
pd,10105,29,female,liTP,T
pd,101400,19,female,hrs,F
pd,101400,19,female,akl,T
pd,101400,19,female,Sinh,F
pd,101400,19,female,mSK,T
pd,101400,19,female,mcC,T
pd,101400,19,female,drK,T
pd,101400,19,female,ht`rb,F
pd,101400,19,female,cbT,F
pd,101400,19,female,pg`,T
pd,101400,19,female,cb`,F
pd,101400,19,female,hrs,F
pd,101400,19,female,drK,F
pd,101400,19,female,npl,T
pd,101400,19,female,qr`,F
pd,101400,19,female,hxriM,F
pd,101400,19,female,qicr,F
pd,101400,19,female,niSq,T
pd,101400,19,female,hstkl,T
pd,101400,19,female,nipC,F
pd,101400,19,female,xtK,F
pd,101400,19,female,`qr,T
pd,101400,19,female,ng`,T
pd,101536,23,female,hxziq,F
pd,101536,23,female,liTP,F
pd,101536,23,female,liTP,T
pd,101536,23,female,tlS,F
pd,101536,23,female,liTP,T
pd,101536,23,female,liTP,T
pd,101536,23,female,pg`,F
pd,101536,23,female,ng`,F
pd,101536,23,female,kish,F
pd,101536,23,female,akl,T
pd,101536,23,female,hp`il,F
pd,101536,23,female,hxziq,F
pd,101536,23,female,liTP,T
pd,101536,23,female,liTP,F
pd,101536,23,female,liTP,T
pd,101536,23,female,mzmz,T
pd,101536,23,female,mxC,T
pd,101536,23,female,niSq,F
pd,101536,23,female,liTP,T
pd,101536,23,female,qr`,T
pd,101536,23,female,hrs,F
pd,101536,23,female,ntq`,F
pd,101536,23,female,hariK,F
pd,101536,23,female,tps,F
pd,101536,23,female,tps,T
pd,101536,23,female,hrs,F
pd,101536,23,female,qSr,T
pd,101536,23,female,liTP,F
pd,101536,23,female,rms,F
pd,101536,23,female,h`lh,F
pd,101536,23,female,hrs,F
pd,101536,23,female,h`lh,F
pd,101536,23,female,h`lh,F
pd,101536,23,female,kish,F
pd,101536,23,female,hrs,F
pd,101536,23,female,mcC,T
pd,101536,23,female,bhh,T
pd,101536,23,female,tps,F
pd,101536,23,female,tps,F
pd,101536,23,female,xtK,F
pd,101536,23,female,liTP,T
pd,101536,23,female,hrs,F
pd,101536,23,female,Sixq,T
pd,101536,23,female,niqh,T
pd,101536,23,female,hrs,F
pd,101536,23,female,ziiN,F
pd,101536,23,female,hstkl,T
pd,101536,23,female,hstkl,T
pd,101536,23,female,qdx,F
pd,101536,23,female,liTP,F
pd,101536,23,female,pirq,T
pd,101536,23,female,tps,F
pd,101536,23,female,liTP,T
pd,101536,23,female,niSq,T
pd,101536,23,female,liTP,T
pd,101536,23,female,liTP,T
pd,101536,23,female,tps,F
pd,101536,23,female,liTP,T
pd,101536,23,female,krsM,T
pd,101536,23,female,liTP,T
pd,101536,23,female,liTP,T
pd,101536,23,female,liqq,T
pd,101536,23,female,nitx,F
pd,101536,23,female,niSq,T
pd,101536,23,female,hriM,F
pd,101536,23,female,Sixq,T
pd,101536,23,female,nSP,F
pd,101536,23,female,ht`lq,F
pd,101536,23,female,`zb,T
pd,101536,23,female,h`lh,F
pd,101536,23,female,Tpx,F
pd,101536,23,female,STP,F
pd,101536,23,female,ht`lq,F
pd,101536,23,female,liTP,T
pd,101536,23,female,hrs,F
pd,101536,23,female,Sixq,T
pd,101536,23,female,tps,F
pd,101536,23,female,tps,F
pd,101536,23,female,tps,F
pd,101536,23,female,Sixq,T
pd,101536,23,female,Sixq,T
pd,101536,23,female,`TP,F
pd,101536,23,female,ird,T
pd,101536,23,female,niSq,T
pd,101536,23,female,niSq,T
pd,101536,23,female,Sixq,T
pd,101536,23,female,liTP,T
pd,101536,23,female,`ish,F
pd,101536,23,female,nSP,T
pd,101536,23,female,hgSiM,F
pd,101536,23,female,qr`,F
pd,101536,23,female,liTP,T
pd,101536,23,female,hwrid,F
pd,101546,17,female,`zb,F
pd,101546,17,female,Sbr,T
pd,101546,17,female,Sinh,F
pd,101546,17,female,nigb,F
pd,101546,17,female,hxziq,F
pd,101546,17,female,Sipr,F
pd,101610,18,male,Sinh,F
pd,101610,18,male,hriM,F
pd,101610,18,male,mimN,F
pd,101610,18,male,hrs,F
pd,101610,18,male,nigb,F
pd,101610,18,male,npl,F
pd,101610,18,male,hrs,F
pd,101610,18,male,ans,F
pd,101610,18,male,tps,F
pd,101610,18,male,tps,F
pd,101610,18,male,liTP,F
pd,101610,18,male,mila,F
pd,101610,18,male,`cr,F
pd,101610,18,male,hrs,F
pd,101610,18,male,STP,F
pd,101610,18,male,qr`,T
pd,101610,18,male,h`lh,F
pd,101610,18,male,`iwwt,F
pd,101610,18,male,mila,F
pd,101610,18,male,ntq`,T
pd,101610,18,male,ird,T
pd,101610,18,male,niqh,T
pd,101610,18,male,Sinh,F
pd,101610,18,male,`iwwt,F
pd,101610,18,male,hTriP,F
pd,101610,18,male,hrs,F
pd,101610,18,male,kibs,F
pd,101610,18,male,qSr,T
pd,101610,18,male,rwmM,T
pd,101610,18,male,kibh,F
pd,101610,18,male,lxC,T
pd,101610,18,male,xsM,T
pd,101610,18,male,hms,T
pd,101610,18,male,qlql,F
pd,101610,18,male,pqx,T
pd,101610,18,male,xirb,F
pd,101610,18,male,b`T,T
pd,101610,18,male,hrs,F
pd,101610,18,male,SrP,F
pd,101610,18,male,hrs,F
pd,101610,18,male,hrs,F
pd,101610,18,male,hrs,F
pd,101610,18,male,SibS,F
pd,10163,28,male,ximM,F
pd,10163,28,male,biTl,F
pd,10163,28,male,biTl,F
pd,10163,28,male,Smr,F
pd,10163,28,male,ntq`,T
pd,10163,28,male,ht`rb,F
pd,10163,28,male,qr`,F
pd,10163,28,male,tiqN,F
pd,10163,28,male,STP,T
pd,10163,28,male,Sig`,F
pd,10163,28,male,lxC,T
pd,10163,28,male,tiqN,F
pd,10163,28,male,pg`,F
pd,10163,28,male,hxziq,F
pd,10163,28,male,xsM,F
pd,10163,28,male,hariK,F
pd,10163,28,male,qr`,T
pd,10163,28,male,h`lh,F
pd,10163,28,male,npl,F
pd,101632,19,male,xtK,T
pd,101632,19,male,tps,F
pd,101632,19,male,akl,T
pd,101632,19,male,SrP,F
pd,101632,19,male,Sbr,F
pd,101704,19,male,Sbr,T
pd,101704,19,male,SrT,F
pd,101704,19,male,npl,F
pd,101704,19,male,xtK,T
pd,101704,19,male,ziiN,T
pd,101704,19,male,liqq,T
pd,101704,19,male,xrbN,T
pd,101704,19,male,xrbN,F
pd,101704,19,male,tps,F
pd,101704,19,male,ziiN,F
pd,101704,19,male,liqq,T
pd,101704,19,male,hxziq,F
pd,101704,19,male,`icb,F
pd,101704,19,male,hrxib,T
pd,101704,19,male,xtK,T
pd,101704,19,male,`icb,F
pd,101704,19,male,hrxib,T
pd,101704,19,male,Sbr,F
pd,101704,19,male,kibh,F
pd,101704,19,male,`icb,F
pd,101704,19,male,ziiN,F
pd,101704,19,male,liqq,T
pd,101704,19,male,miSS,F
pd,101704,19,male,ng`,F
pd,101704,19,male,akl,F
pd,101704,19,male,`icb,F
pd,101704,19,male,drK,T
pd,101704,19,male,ziiN,F
pd,101704,19,male,drK,T
pd,101704,19,male,hstkl,T
pd,101775,16,female,hTriP,F
pd,101775,16,female,akl,F
pd,101775,16,female,akl,F
pd,101775,16,female,hrs,F
pd,101828,22,male,hwrid,F
pd,101828,22,male,ng`,T
pd,101828,22,male,ximM,T
pd,101894,26,male,cbT,T
pd,101894,26,male,liTP,F
pd,101894,26,male,lklK,F
pd,101894,26,male,kish,F
pd,101894,26,male,Sbr,T
pd,101894,26,male,xdr,T
pd,101894,26,male,b`r,F
pd,101894,26,male,ht`rb,F
pd,101894,26,male,ziiN,F
pd,101894,26,male,nSK,F
pd,101894,26,male,nipx,T
pd,101894,26,male,cbT,T
pd,101894,26,male,Sbr,T
pd,101894,26,male,Sinh,F
pd,101894,26,male,SrP,F
pd,101894,26,male,xdr,F
pd,101894,26,male,aibd,F
pd,101894,26,male,hms,T
pd,101894,26,male,hwrid,F
pd,101894,26,male,hqia,F
pd,101894,26,male,mila,F
pd,101894,26,male,hrs,F
pd,101894,26,male,xiTT,F
pd,101894,26,male,ird,F
pd,101894,26,male,liTP,T
pd,101894,26,male,Sbr,T
pd,101894,26,male,qSr,T
pd,101894,26,male,ziiN,F
pd,101910,19,male,qr`,T
pd,101910,19,male,hrg,F
pd,101910,19,male,Sinh,F
pd,101910,19,male,miSS,F
pd,101910,19,male,mimN,F
pd,101910,19,male,qlql,F
